Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000506.5577571,0,0,0,0,12,2.74,0.95
1779000506.5777571,0,0,0,0,23,6.73,1.76
1779000506.597757,0,0,1,0,35,9.0,2.61
1779000506.617757,0,0,0,0,38,10.54,3.84
1779000506.637757,0,0,0,0,38,12.41,4.35
1779000506.657757,0,0,0,0,42,13.9,4.08
1779000506.677757,0,0,0,0,42,14.37,4.16
1779000506.6977572,0,0,0,0,42,15.62,3.72
1779000506.7177572,0,0,0,0,42,16.1,4.4
1779000506.7377572,0,0,0,0,45,16.56,3.91
1779000506.7577572,0,0,0,0,43,17.25,3.79
1779000506.7777572,0,0,0,0,44,17.98,4.19
1779000506.7977571,0,0,0,0,44,19.08,4.99
1779000506.8177571,0,0,0,0,43,19.81,5.82
1779000506.837757,0,0,0,0,44,19.86,5.37
1779000506.857757,0,0,0,0,44,20.47,6.44
1779000506.877757,0,0,0,0,44,21.18,6.55
1779000506.897757,0,0,0,0,45,20.59,5.62
1779000506.917757,0,0,0,0,43,21.01,6.26
1779000506.9377573,0,0,0,0,44,20.93,5.46
1779000506.9577572,0,0,0,0,43,19.92,4.89
1779000506.9777572,0,0,0,0,45,20.38,5.35
1779000506.9977572,0,0,0,0,45,20.44,5.08
1779000507.0177572,0,0,0,0,45,20.46,4.79
1779000507.0377572,0,0,0,0,43,20.93,5.63
1779000507.0577571,0,0,0,0,43,21.57,5.27
1779000507.0777571,0,0,0,0,45,21.93,6.57
1779000507.097757,0,0,0,0,45,21.55,6.28
1779000507.117757,0,0,0,0,45,22.48,6.53
1779000507.137757,0,0,0,0,44,22.26,6.0
1779000507.157757,0,0,0,0,45,22.03,6.53
1779000507.177757,0,0,0,0,43,21.17,5.75
1779000507.1977572,0,0,0,0,44,21.01,5.96
1779000507.2177572,0,0,0,0,45,21.38,4.78
1779000507.2377572,0,0,0,0,44,20.51,4.85
1779000507.2577572,0,0,0,0,43,20.46,5.15
1779000507.2777572,0,0,0,0,43,21.41,5.53
1779000507.2977571,0,0,0,0,44,21.51,5.9
1779000507.3177571,0,0,0,0,43,21.73,6.2
1779000507.337757,0,0,0,0,45,22.44,6.25
1779000507.357757,0,0,0,0,43,22.39,6.53
1779000507.377757,0,0,0,0,43,15.84,8.9
1779000507.397757,0,0,0,0,45,9.95,10.25
1779000507.417757,0,0,0,0,45,3.91,11.65
1779000507.4377573,0,0,0,0,45,-0.55,12.53
1779000507.4577572,0,0,0,0,43,-4.11,12.88
1779000507.4777572,0,0,0,0,45,-7.61,13.46
1779000507.4977572,0,0,0,0,43,-10.41,14.5
1779000507.5177572,0,0,0,0,44,-11.73,14.72
1779000507.5377572,0,0,0,0,45,-13.87,16.19
1779000507.5577571,0,0,0,0,44,-14.66,17.1
1779000507.5777571,0,0,0,0,44,-15.29,18.03
1779000507.597757,0,0,0,0,43,-16.54,18.51
1779000507.617757,0,0,0,0,45,-17.67,18.45
1779000507.637757,0,0,0,0,43,-18.12,18.5
1779000507.657757,0,0,0,0,44,-19.33,18.6
1779000507.677757,0,0,0,0,43,-20.68,18.23
1779000507.6977572,0,0,0,0,43,-20.93,18.11
1779000507.7177572,0,0,0,0,45,-21.48,18.24
1779000507.7377572,0,0,0,0,43,-22.48,18.09
1779000507.7577572,0,0,0,0,45,-22.19,18.61
1779000507.7777572,0,0,0,0,43,-22.7,18.14
1779000507.7977571,0,0,0,0,44,-22.16,18.92
1779000507.8177571,0,0,0,0,43,-22.3,19.12
1779000507.837757,0,0,0,0,45,-22.08,19.46
1779000507.857757,0,0,0,0,45,-22.51,20.28
1779000507.877757,0,0,0,0,44,-22.11,20.46
1779000507.897757,0,0,0,0,43,-22.61,19.61
1779000507.917757,0,0,0,0,45,-22.6,19.63
1779000507.9377573,0,0,0,0,45,-23.36,18.99
1779000507.9577572,0,0,0,0,44,-23.47,18.88
1779000507.9777572,0,0,0,0,43,-24.37,18.91
1779000507.9977572,0,0,0,0,45,-24.51,18.47
1779000508.0177572,0,0,0,0,45,-23.72,19.05
1779000508.0377572,0,0,0,0,45,-23.73,19.39
1779000508.0577571,0,0,0,0,45,-23.63,19.11
1779000508.0777571,0,0,0,0,44,-23.02,19.54
1779000508.097757,0,0,0,0,45,-23.2,20.01
1779000508.117757,0,0,0,0,43,-23.1,20.73
1779000508.137757,0,0,0,0,44,-23.08,20.42
1779000508.157757,0,0,0,0,43,-22.82,19.75
1779000508.177757,0,0,0,0,43,-23.69,19.68
1779000508.1977572,0,0,0,0,44,-24.41,19.31
1779000508.2177572,0,0,0,0,43,-24.59,19.08
1779000508.2377572,0,0,0,0,44,-24.41,19.32
1779000508.2577572,0,0,0,0,45,-24.81,18.79
1779000508.2777572,0,0,0,0,45,-23.86,19.52
1779000508.2977571,0,0,0,0,45,-23.64,19.5
1779000508.3177571,0,0,0,0,44,-23.33,19.34
1779000508.337757,0,0,0,0,45,-23.45,20.32
1779000508.357757,0,0,0,0,45,-22.53,20.44
1779000508.377757,0,0,0,0,44,-22.9,20.35
1779000508.397757,0,0,0,0,44,-22.78,19.98
1779000508.417757,0,0,0,0,45,-23.02,19.68
1779000508.4377573,0,0,0,0,43,-23.99,19.56
1779000508.4577572,0,0,0,0,44,-24.53,19.19
1779000508.4777572,0,0,0,0,43,-24.64,19.37
1779000508.4977572,0,0,0,0,43,-24.36,19.18
1779000508.5177572,0,0,0,0,43,-24.57,18.69
1779000508.5377572,0,0,0,0,44,-24.54,19.28
1779000508.5577571,0,0,0,0,43,-23.57,19.06
1779000508.5777571,0,0,0,0,43,-23.62,20.23
1779000508.597757,0,0,0,0,45,-23.35,19.7
1779000508.617757,0,0,0,0,44,-22.9,20.05
1779000508.637757,0,0,0,0,44,-23.24,19.89
1779000508.657757,0,0,0,0,44,-23.68,19.87
1779000508.677757,0,0,0,0,44,-23.7,19.31
1779000508.6977572,0,0,0,0,45,-23.72,19.62
1779000508.7177572,0,0,0,0,45,-24.6,19.26
1779000508.7377572,0,0,0,0,43,-24.08,18.53
1779000508.7577572,0,0,0,0,45,-17.65,17.02
1779000508.7777572,0,0,0,0,43,-12.01,14.91
1779000508.7977571,0,0,0,0,43,-6.83,13.74
1779000508.8177571,0,0,0,0,43,-2.88,12.98
1779000508.837757,0,0,0,0,43,0.92,12.18
1779000508.857757,0,0,0,0,43,4.52,11.9
1779000508.877757,0,0,0,0,45,6.59,10.54
1779000508.897757,0,0,0,0,43,9.22,9.58
1779000508.917757,0,0,0,0,45,10.8,9.4
1779000508.9377573,0,0,0,0,43,11.36,8.42
1779000508.9577572,0,0,0,0,45,13.05,7.54
1779000508.9777572,0,0,0,0,43,13.06,7.33
1779000508.9977572,0,0,0,0,44,14.22,6.73
1779000509.0177572,0,0,0,0,44,15.56,6.17
1779000509.0377572,0,0,0,0,43,16.41,6.55
1779000509.0577571,0,0,0,0,43,16.97,6.56
1779000509.0777571,0,0,0,0,45,18.38,6.86
1779000509.097757,0,0,0,0,43,18.94,7.35
1779000509.117757,0,0,0,0,43,18.83,6.43
1779000509.137757,0,0,0,0,45,18.85,6.85
1779000509.157757,0,0,0,0,44,19.24,6.61
1779000509.177757,0,0,0,0,45,19.37,5.67
1779000509.1977572,0,0,0,0,43,18.7,5.52
1779000509.2177572,0,0,0,0,44,19.03,5.0
1779000509.2377572,0,0,0,0,44,19.35,5.0
1779000509.2577572,0,0,0,0,43,18.82,4.75
