Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000504.3043728,100,0,0,0,3,-1.18,0.01
1779000504.3243728,100,0,0,0,7,-1.82,-0.16
1779000504.3443727,100,0,0,0,8,-2.81,0.03
1779000504.3643727,100,0,0,0,10,-3.37,0.13
1779000504.3843727,100,0,0,0,12,-4.18,0.35
1779000504.4043727,100,0,0,0,12,-5.38,-0.74
1779000504.4243727,100,0,0,0,13,-6.17,-0.4
1779000504.444373,100,0,0,0,13,-7.55,-0.72
1779000504.4643729,100,0,0,0,14,-8.08,-1.27
1779000504.4843729,100,0,0,0,15,-8.65,-1.67
1779000504.5043728,100,0,0,0,15,-9.17,-1.31
1779000504.5243728,100,0,0,0,14,-9.86,-1.53
1779000504.5443728,100,0,0,0,14,-10.05,-0.89
1779000504.5643728,100,0,0,0,13,-10.94,-1.1
1779000504.5843728,100,0,0,0,15,-10.93,-0.99
1779000504.6043727,100,0,0,0,15,-10.79,-1.08
1779000504.6243727,100,0,0,0,15,-11.86,-0.42
1779000504.6443727,-100,0,0,0,14,-12.26,-0.06
1779000504.6643727,-100,0,0,0,14,-12.14,0.59
1779000504.684373,-100,0,0,0,13,-13.14,1.22
1779000504.704373,-100,0,0,0,13,-12.96,2.15
1779000504.7243729,-100,0,0,0,14,-13.37,2.89
1779000504.7443728,-100,0,0,0,15,-14.25,2.73
1779000504.7643728,-100,0,0,0,15,-14.08,3.89
1779000504.7843728,-100,0,0,0,15,-14.04,5.29
1779000504.8043728,-100,0,0,0,14,-13.67,5.42
1779000504.8243728,-100,0,0,0,15,-14.21,6.64
1779000504.8443727,-100,0,0,0,14,-13.95,7.85
1779000504.8643727,-100,0,0,0,15,-14.02,7.94
1779000504.8843727,-100,0,0,0,15,-13.97,8.88
1779000504.9043727,-100,0,0,0,14,-14.12,8.43
1779000504.9243727,-100,0,0,0,15,-14.38,9.41
1779000504.944373,-100,0,0,0,13,-15.27,9.2
1779000504.9643729,-100,0,0,0,14,-15.42,9.16
1779000504.9843729,-100,0,0,0,13,-15.53,9.53
1779000505.0043728,-100,0,0,0,14,-16.42,10.45
1779000505.0243728,-100,0,0,0,15,-16.19,10.28
1779000505.0443728,-100,0,0,0,15,-15.67,11.16
