Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000407.727168,100,0,0,0,4,0.17,1.33
1779000407.747168,100,0,0,0,8,0.47,1.66
1779000407.767168,100,0,0,0,8,0.53,2.83
1779000407.787168,100,0,0,0,12,1.01,3.73
1779000407.807168,100,0,0,0,11,1.29,4.49
1779000407.827168,100,0,0,0,12,0.85,5.16
1779000407.847168,100,0,0,0,12,1.32,5.33
1779000407.8671682,100,0,0,0,15,1.3,5.92
1779000407.8871682,100,0,0,0,14,0.58,6.97
1779000407.9071681,100,0,0,0,13,0.9,6.68
1779000407.9271681,100,0,0,0,13,1.38,7.58
1779000407.947168,100,0,0,0,14,1.11,8.61
1779000407.967168,100,0,0,0,13,1.53,8.69
1779000407.987168,100,0,0,0,13,1.41,9.78
1779000408.007168,100,0,0,0,13,1.82,10.8
1779000408.027168,100,0,0,0,13,2.53,10.76
1779000408.047168,100,0,0,0,13,2.65,11.9
1779000408.067168,100,0,0,0,13,2.1,11.43
1779000408.087168,100,0,0,0,15,2.44,12.33
1779000408.1071682,100,0,0,0,13,1.8,12.11
1779000408.1271682,100,0,0,0,14,2.02,12.06
1779000408.1471682,100,0,0,0,13,1.6,12.37
1779000408.1671681,100,0,0,0,15,1.34,12.94
1779000408.1871681,100,0,0,0,15,1.8,12.49
1779000408.207168,100,0,0,0,13,2.48,13.35
1779000408.227168,100,0,0,0,14,2.27,13.72
1779000408.247168,100,0,0,0,15,2.65,14.45
1779000408.267168,100,0,0,0,15,2.79,15.24
1779000408.287168,100,0,0,0,15,3.63,15.33
1779000408.307168,100,0,0,0,15,3.63,15.87
1779000408.327168,100,0,0,0,14,3.21,15.79
1779000408.347168,100,0,0,0,14,2.42,15.65
1779000408.3671682,100,0,0,0,13,2.29,15.13
1779000408.3871682,100,0,0,0,15,2.85,15.19
1779000408.4071681,100,0,0,0,14,2.07,14.95
1779000408.4271681,100,0,0,0,15,2.39,15.24
1779000408.447168,100,0,0,0,13,2.74,15.7
1779000408.467168,100,0,0,0,15,3.01,16.34
1779000408.487168,100,0,0,0,14,3.24,16.39
1779000408.507168,100,0,0,0,13,3.36,17.08
1779000408.527168,100,0,0,0,15,3.38,17.39
1779000408.547168,100,0,0,0,14,3.14,16.86
1779000408.567168,100,0,0,0,15,3.16,17.55
1779000408.587168,100,0,0,0,14,2.82,16.98
1779000408.6071682,100,0,0,0,13,2.86,17.47
1779000408.6271682,100,0,0,0,15,3.26,17.36
1779000408.6471682,100,0,0,0,13,2.88,17.03
1779000408.6671681,100,0,0,0,14,2.8,16.74
1779000408.6871681,100,0,0,0,14,2.83,17.2
1779000408.707168,100,0,0,0,14,2.77,17.69
1779000408.727168,100,0,0,0,14,3.13,17.37
1779000408.747168,100,0,0,0,15,3.91,18.38
1779000408.767168,100,0,0,0,14,3.84,18.38
1779000408.787168,100,0,0,0,14,3.97,18.07
1779000408.807168,100,0,0,0,13,3.76,18.39
1779000408.827168,100,0,0,0,15,3.56,18.62
1779000408.847168,100,0,0,0,14,2.84,17.86
1779000408.8671682,100,0,0,0,14,2.67,17.95
1779000408.8871682,100,0,0,0,14,2.48,18.04
1779000408.9071681,100,0,0,0,13,2.68,17.87
1779000408.9271681,100,0,0,0,13,2.96,17.8
1779000408.947168,100,0,0,0,14,2.95,17.49
1779000408.967168,-100,0,0,0,15,3.32,15.52
1779000408.987168,-100,0,0,0,15,3.89,13.71
1779000409.007168,-100,0,0,0,15,4.32,11.98
1779000409.027168,-100,0,0,0,14,4.87,11.0
1779000409.047168,-100,0,0,0,14,5.17,8.57
1779000409.067168,-100,0,0,0,13,5.05,6.8
1779000409.087168,-100,0,0,0,15,5.31,5.65
1779000409.1071682,-100,0,0,0,15,4.88,3.73
1779000409.1271682,-100,0,0,0,13,4.75,1.61
1779000409.1471682,-100,0,0,0,14,4.64,0.17
1779000409.1671681,-100,0,0,0,14,5.05,-0.67
1779000409.1871681,-100,0,0,0,15,5.01,-2.17
1779000409.207168,-100,0,0,0,13,5.53,-3.2
1779000409.227168,-100,0,0,0,14,6.12,-3.48
1779000409.247168,-100,0,0,0,15,6.27,-4.26
1779000409.267168,-100,0,0,0,15,6.27,-5.59
1779000409.287168,-100,0,0,0,14,6.59,-5.86
1779000409.307168,-100,0,0,0,14,6.49,-7.08
1779000409.327168,-100,0,0,0,14,6.53,-8.39
1779000409.347168,-100,0,0,0,14,6.1,-9.04
1779000409.3671682,-100,0,0,0,15,5.87,-10.04
1779000409.3871682,-100,0,0,0,13,5.55,-11.39
1779000409.4071681,-100,0,0,0,15,5.4,-12.52
1779000409.4271681,-100,0,0,0,13,5.93,-12.58
