Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000508.6848063,100,0,0,0,5,2.02,-1.32
1779000508.7048063,100,0,0,0,7,4.37,-2.17
1779000508.7248063,100,0,0,0,8,5.95,-3.29
1779000508.7448063,100,0,0,0,10,8.39,-4.17
1779000508.7648063,100,0,0,0,13,10.07,-5.08
1779000508.7848063,100,0,0,0,13,11.29,-6.6
1779000508.8048062,100,0,0,0,12,12.51,-7.98
1779000508.8248065,100,0,0,0,15,13.7,-8.97
1779000508.8448064,100,0,0,0,15,14.73,-10.04
1779000508.8648064,100,0,0,0,15,15.74,-10.76
1779000508.8848064,100,0,0,0,13,16.61,-12.01
1779000508.9048064,100,0,0,0,13,18.48,-12.45
1779000508.9248064,100,0,0,0,14,19.68,-12.65
1779000508.9448063,100,0,0,0,14,20.93,-13.0
1779000508.9648063,100,0,0,0,15,21.61,-13.67
1779000508.9848063,100,0,0,0,14,23.13,-13.65
1779000509.0048063,100,0,0,0,13,24.27,-14.1
1779000509.0248063,100,0,0,0,14,24.9,-14.73
1779000509.0448062,100,0,0,0,13,25.5,-15.55
1779000509.0648065,100,0,0,0,14,26.15,-16.38
1779000509.0848064,100,0,0,0,13,25.83,-17.43
1779000509.1048064,100,0,0,0,13,26.46,-17.59
1779000509.1248064,100,0,0,0,13,27.51,-18.59
1779000509.1448064,100,0,0,0,15,27.54,-18.93
1779000509.1648064,100,0,0,0,13,29.12,-19.17
1779000509.1848063,100,0,0,0,13,25.94,-17.23
1779000509.2048063,100,0,1,0,19,22.87,-15.51
1779000509.2248063,100,0,0,0,18,19.87,-14.41
1779000509.2448063,100,0,0,0,17,16.52,-13.01
1779000509.2648063,100,0,0,0,16,13.86,-12.1
1779000509.2848063,100,0,0,0,16,11.38,-11.41
1779000509.3048062,100,0,0,0,16,8.34,-9.85
1779000509.3248065,100,0,0,0,14,5.84,-9.14
1779000509.3448064,100,0,0,0,14,2.59,-8.94
1779000509.3648064,100,0,0,0,14,0.9,-7.57
1779000509.3848064,100,0,0,0,15,-1.35,-7.38
