Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000402.1365843,-100,0,0,0,4,1.94,-0.43
1779000402.1565843,-100,0,0,0,8,3.17,-0.95
1779000402.1765842,-100,0,0,0,10,4.53,-1.28
1779000402.1965842,-100,0,0,0,12,6.49,-0.64
1779000402.2165842,-100,0,0,0,13,7.58,-1.22
1779000402.2365842,-100,0,0,0,12,8.55,-2.42
1779000402.2565842,-100,0,0,0,12,9.69,-2.92
1779000402.2765844,-100,0,0,0,14,10.11,-3.72
1779000402.2965844,-100,0,0,0,14,11.32,-3.38
1779000402.3165843,-100,0,0,0,15,12.66,-4.28
1779000402.3365843,-100,0,0,0,15,13.5,-4.89
1779000402.3565843,-100,0,0,0,13,13.73,-4.27
1779000402.3765843,-100,0,0,0,15,15.45,-4.72
1779000402.3965843,-100,0,0,0,13,16.35,-4.28
1779000402.4165843,-100,0,0,0,15,17.82,-4.88
1779000402.4365842,-100,0,0,0,14,18.09,-4.11
1779000402.4565842,-100,0,0,0,14,19.24,-5.2
1779000402.4765842,-100,0,0,0,14,19.73,-4.85
1779000402.4965842,-100,0,0,0,13,20.35,-5.65
1779000402.5165844,-100,0,0,0,14,20.06,-5.68
1779000402.5365844,-100,0,0,0,13,20.28,-6.2
1779000402.5565844,-100,0,0,0,14,20.53,-6.88
1779000402.5765843,-100,0,0,0,14,20.9,-7.01
1779000402.5965843,-100,0,0,0,15,21.56,-6.86
1779000402.6165843,-100,0,0,0,15,22.34,-7.2
1779000402.6365843,100,0,0,0,15,20.96,-5.01
1779000402.6565843,100,0,0,0,15,19.28,-2.75
1779000402.6765842,100,0,0,0,13,18.26,-1.41
1779000402.6965842,100,0,0,0,15,16.67,-0.01
1779000402.7165842,100,0,0,0,13,15.0,1.08
1779000402.7365842,100,0,0,0,15,14.43,2.24
1779000402.7565842,100,0,0,0,14,12.89,3.31
1779000402.7765844,100,0,0,0,15,11.2,4.1
1779000402.7965844,100,0,0,0,15,9.56,4.48
1779000402.8165843,100,0,0,0,13,8.19,5.42
1779000402.8365843,100,0,0,0,15,7.6,6.6
1779000402.8565843,100,0,0,0,13,6.3,7.84
1779000402.8765843,100,0,0,0,14,5.27,8.75
1779000402.8965843,100,0,0,0,14,5.39,9.45
1779000402.9165843,100,0,0,0,13,4.4,11.2
1779000402.9365842,100,0,0,0,14,3.78,11.67
1779000402.9565842,100,0,0,0,14,2.96,12.27
1779000402.9765842,0,-100,0,0,15,3.79,12.77
1779000402.9965842,0,-100,0,0,14,4.38,12.95
1779000403.0165844,0,-100,0,0,14,5.24,13.17
1779000403.0365844,0,-100,0,0,13,6.08,12.93
1779000403.0565844,0,-100,0,0,14,6.86,13.63
1779000403.0765843,0,-100,0,0,14,7.63,14.31
1779000403.0965843,0,-100,0,0,13,8.03,14.04
1779000403.1165843,0,-100,0,0,14,8.95,15.24
1779000403.1365843,0,-100,0,0,15,10.33,15.88
1779000403.1565843,0,-100,0,0,15,11.38,16.13
1779000403.1765842,0,-100,0,0,15,11.87,16.79
1779000403.1965842,0,-100,0,0,14,12.62,17.44
1779000403.2165842,0,-100,0,0,15,13.24,17.24
1779000403.2365842,0,-100,0,0,14,13.25,17.85
1779000403.2565842,0,-100,0,0,13,13.59,17.37
1779000403.2765844,0,-100,0,0,13,14.43,17.49
1779000403.2965844,0,-100,0,0,14,13.76,17.47
1779000403.3165843,0,-100,0,0,14,14.54,18.12
1779000403.3365843,0,-100,0,0,13,15.02,17.73
1779000403.3565843,0,-100,0,0,13,15.45,17.74
1779000403.3765843,0,-100,0,0,15,16.43,18.7
1779000403.3965843,0,-100,0,0,14,17.22,19.61
1779000403.4165843,0,-100,0,0,14,17.61,19.15
1779000403.4365842,0,-100,0,0,13,18.24,20.32
1779000403.4565842,0,-100,0,0,14,17.88,20.01
1779000403.4765842,0,-100,0,0,14,18.36,20.33
1779000403.4965842,0,-100,0,0,14,18.61,20.43
1779000403.5165844,0,-100,0,0,14,18.08,19.73
1779000403.5365844,0,-100,0,0,15,18.06,19.38
1779000403.5565844,0,-100,0,0,14,17.94,19.34
1779000403.5765843,0,-100,0,0,15,18.24,19.38
1779000403.5965843,0,-100,0,0,14,18.92,20.31
1779000403.6165843,0,-100,0,0,15,18.82,20.0
1779000403.6365843,0,-100,0,0,15,19.64,20.98
1779000403.6565843,0,-100,0,0,13,19.99,20.92
1779000403.6765842,0,-100,0,0,13,21.0,20.98
1779000403.6965842,0,-100,0,0,13,20.43,21.69
1779000403.7165842,0,-100,0,0,13,21.11,21.67
1779000403.7365842,0,-100,0,0,14,20.71,21.72
1779000403.7565842,0,-100,0,0,15,21.19,21.3
1779000403.7765844,0,-100,0,0,14,20.78,21.36
1779000403.7965844,0,-100,0,0,14,20.44,21.08
1779000403.8165843,0,-100,0,0,15,20.25,20.56
1779000403.8365843,0,-100,0,0,15,20.58,20.5
1779000403.8565843,0,-100,0,0,13,20.88,21.19
1779000403.8765843,0,-100,0,0,15,20.98,21.71
1779000403.8965843,0,-100,0,0,13,21.8,21.4
1779000403.9165843,0,-100,0,0,13,21.77,21.54
1779000403.9365842,0,-100,0,0,15,22.11,22.58
1779000403.9565842,0,-100,0,0,14,22.48,21.94
1779000403.9765842,0,-100,0,0,13,22.25,21.99
1779000403.9965842,0,-100,0,0,13,21.69,21.88
1779000404.0165844,0,-100,0,0,15,21.94,22.0
1779000404.0365844,0,-100,0,0,14,22.17,21.45
1779000404.0565844,0,-100,0,0,13,21.76,21.67
1779000404.0765843,0,-100,0,0,14,21.17,21.1
1779000404.0965843,0,-100,0,0,13,22.0,21.08
1779000404.1165843,0,-100,0,0,13,19.47,19.54
1779000404.1365843,0,-100,0,0,13,18.22,18.15
1779000404.1565843,0,-100,0,0,13,16.49,16.87
1779000404.1765842,0,-100,0,0,13,15.15,15.32
1779000404.1965842,0,-100,0,0,14,13.24,14.26
1779000404.2165842,0,-100,0,0,15,11.27,13.13
1779000404.2365842,0,-100,0,0,15,9.56,11.36
1779000404.2565842,0,-100,0,0,14,7.77,9.99
1779000404.2765844,0,-100,0,0,15,6.58,8.39
1779000404.2965844,0,-100,0,0,13,4.26,6.79
1779000404.3165843,0,-100,0,0,14,3.16,5.3
1779000404.3365843,0,-100,0,0,15,2.56,4.13
1779000404.3565843,0,-100,0,0,14,0.81,4.2
1779000404.3765843,0,-100,0,0,15,0.46,2.58
1779000404.3965843,0,-100,0,0,14,-0.81,2.54
1779000404.4165843,0,-100,0,0,15,-1.26,2.14
1779000404.4365842,0,-100,0,0,13,-1.73,1.49
1779000404.4565842,0,-100,0,0,13,-2.6,0.01
1779000404.4765842,0,-100,0,0,15,-3.75,-0.26
1779000404.4965842,0,-100,0,0,15,-4.73,-1.24
1779000404.5165844,0,-100,0,0,14,-6.01,-1.85
1779000404.5365844,0,-100,0,0,14,-6.42,-3.24
1779000404.5565844,0,-100,0,0,13,-7.98,-4.16
1779000404.5765843,0,-100,0,0,14,-7.91,-4.18
1779000404.5965843,0,-100,0,0,15,-9.33,-4.51
1779000404.6165843,0,-100,0,0,13,-9.27,-4.84
1779000404.6365843,0,-100,0,0,15,-9.63,-5.11
1779000404.6565843,0,-100,0,0,13,-9.38,-6.14
1779000404.6765842,0,-100,0,0,13,-10.59,-5.7
1779000404.6965842,0,-100,0,0,14,-10.31,-6.39
1779000404.7165842,0,-100,0,0,14,-11.06,-6.29
1779000404.7365842,0,-100,0,0,15,-12.01,-7.18
1779000404.7565842,0,0,0,0,15,-10.34,-6.35
1779000404.7765844,0,0,0,0,13,-8.84,-4.81
1779000404.7965844,0,0,0,0,14,-7.93,-4.48
1779000404.8165843,0,0,0,0,14,-6.69,-2.71
1779000404.8365843,0,0,1,0,22,-5.38,-2.02
