Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000404.8466704,0,-100,0,0,21,0.46,-4.52
1779000404.8666704,0,-100,0,0,36,1.82,-7.83
1779000404.8866704,0,-100,0,0,46,2.25,-10.83
1779000404.9066703,0,-100,0,0,54,2.76,-12.46
1779000404.9266703,0,-100,0,0,58,3.28,-14.33
1779000404.9466703,0,-100,0,0,62,3.02,-15.26
1779000404.9666703,0,-100,0,0,65,3.02,-16.41
1779000404.9866705,0,-100,0,0,64,3.27,-17.8
1779000405.0066705,0,-100,0,0,67,2.87,-19.02
1779000405.0266705,0,-100,0,0,68,2.48,-19.56
1779000405.0466704,0,-100,0,0,67,3.13,-19.64
1779000405.0666704,0,-100,0,0,70,3.05,-19.18
1779000405.0866704,0,-100,0,0,70,3.18,-19.07
1779000405.1066704,0,-100,0,0,70,4.13,-18.87
1779000405.1266704,0,-100,0,0,70,3.78,-18.93
1779000405.1466703,0,-100,0,0,68,4.65,-18.23
1779000405.1666703,0,-100,0,0,68,4.26,-18.6
1779000405.1866703,0,-100,0,0,68,4.43,-19.04
1779000405.2066703,0,-100,0,0,68,4.2,-18.93
1779000405.2266705,0,-100,0,0,68,3.08,-19.42
1779000405.2466705,0,-100,0,0,70,3.03,-20.19
1779000405.2666705,0,-100,0,0,70,2.52,-20.03
1779000405.2866704,0,-100,0,0,68,2.74,-20.3
1779000405.3066704,0,-100,0,0,68,2.98,-20.05
1779000405.3266704,0,-100,0,0,68,3.13,-19.43
1779000405.3466704,0,-100,0,0,69,3.66,-19.51
1779000405.3666704,0,-100,0,0,70,4.15,-19.47
1779000405.3866704,0,-100,0,0,70,4.09,-18.46
1779000405.4066703,0,-100,1,0,76,4.41,-18.83
1779000405.4266703,0,-100,0,0,73,4.0,-18.71
1779000405.4466703,0,-100,0,0,73,3.93,-18.42
1779000405.4666703,0,-100,0,0,72,3.54,-19.11
1779000405.4866705,0,-100,0,0,72,3.64,-20.09
1779000405.5066705,0,-100,0,0,71,2.87,-20.58
1779000405.5266705,0,-100,0,0,69,3.21,-20.61
1779000405.5466704,0,-100,1,0,76,2.49,-20.17
1779000405.5666704,0,-100,0,0,74,3.08,-19.91
1779000405.5866704,0,-100,0,0,74,3.23,-19.77
1779000405.6066704,0,-100,0,0,72,3.65,-19.26
1779000405.6266704,0,-100,0,0,72,4.34,-18.45
1779000405.6466703,0,-100,1,0,76,4.79,-18.88
1779000405.6666703,0,-100,0,0,75,4.65,-18.39
1779000405.6866703,0,-100,0,0,74,3.8,-18.95
1779000405.7066703,0,-100,0,0,73,3.75,-18.73
1779000405.7266705,0,-100,0,0,70,3.4,-19.25
1779000405.7466705,0,-100,0,0,70,3.13,-20.24
1779000405.7666705,0,-100,0,0,70,2.36,-20.24
1779000405.7866704,0,-100,0,0,70,2.42,-20.53
1779000405.8066704,0,-100,0,0,69,3.24,-20.52
1779000405.8266704,0,-100,0,0,69,2.94,-19.37
1779000405.8466704,0,-100,0,0,69,3.67,-19.06
1779000405.8666704,0,-100,0,0,71,4.39,-19.47
1779000405.8866704,0,-100,0,0,69,4.11,-18.89
1779000405.9066703,0,-100,0,0,69,4.31,-18.85
1779000405.9266703,0,-100,0,0,69,4.17,-19.01
1779000405.9466703,0,-100,0,0,70,3.81,-19.32
1779000405.9666703,0,-100,0,0,69,3.54,-19.58
1779000405.9866705,0,-100,0,0,70,2.8,-19.86
1779000406.0066705,0,-100,0,0,69,3.33,-19.72
1779000406.0266705,0,-100,0,0,70,2.3,-20.26
1779000406.0466704,0,-100,0,0,69,3.07,-19.88
1779000406.0666704,0,-100,0,0,70,2.82,-20.4
1779000406.0866704,-100,0,0,0,69,-8.93,-16.13
1779000406.1066704,-100,0,0,0,68,-18.07,-13.23
1779000406.1266704,-100,0,0,0,69,-24.44,-10.9
1779000406.1466703,-100,0,0,0,70,-29.26,-8.69
1779000406.1666703,-100,0,0,0,69,-33.86,-7.69
1779000406.1866703,-100,0,0,0,69,-36.97,-7.39
1779000406.2066703,-100,0,0,0,68,-39.03,-6.38
1779000406.2266705,-100,0,0,0,68,-41.59,-6.25
1779000406.2466705,-100,0,0,0,68,-42.76,-6.16
1779000406.2666705,-100,0,0,0,68,-44.21,-6.44
1779000406.2866704,-100,0,0,0,70,-45.48,-6.75
1779000406.3066704,-100,0,1,0,77,-45.34,-6.13
1779000406.3266704,-100,0,1,0,81,-45.95,-6.21
1779000406.3466704,-100,0,0,0,79,-45.35,-5.35
1779000406.3666704,-100,0,0,0,76,-45.3,-4.74
1779000406.3866704,-100,0,0,0,73,-45.41,-4.28
1779000406.4066703,-100,0,0,0,73,-44.68,-4.74
1779000406.4266703,-100,0,0,0,72,-45.16,-4.23
1779000406.4466703,-100,0,0,0,71,-45.21,-4.94
1779000406.4666703,-100,0,0,0,69,-45.67,-5.28
1779000406.4866705,-100,0,0,0,70,-46.23,-5.81
1779000406.5066705,-100,0,0,0,69,-47.11,-5.42
1779000406.5266705,-100,0,0,0,69,-47.06,-5.69
1779000406.5466704,-100,0,0,0,71,-47.02,-6.11
1779000406.5666704,-100,0,0,0,70,-46.94,-5.64
